global_human_like_perplexity,num_edits,sequence_length,original_length
1.0002228021621704,3,146,626
1.7397793531417847,1,6,27
3.0270397663116455,4,25,125
1.2961513996124268,8,222,1031
1.1102275848388672,2,124,612
1.0002341270446777,4,86,414
1.4740220308303833,15,373,1614
1.2095892429351807,4,121,571
1.15742027759552,6,258,1058
1.2259697914123535,2,73,301
1.2143203020095825,1,60,250
1.2914589643478394,7,213,942
1.2524967193603516,8,280,1243
1.0743407011032104,2,130,569
1.206758975982666,6,252,1022
1.3481844663619995,3,66,304
1.1913622617721558,5,211,976
1.4051181077957153,4,104,478
1.1648379564285278,8,476,2355
1.6181684732437134,20,383,1726
1.247220754623413,5,167,887
1.3700957298278809,5,109,561
1.142371416091919,3,163,718
1.1211446523666382,8,522,2445
1.204154133796692,4,153,696
1.0002473592758179,2,55,292
1.1392006874084473,4,232,1090
1.1079310178756714,2,58,280
1.2083250284194946,8,314,1645
1.2404547929763794,5,153,730
1.2017755508422852,7,308,1589
1.5414540767669678,8,144,760
1.0766241550445557,4,80,348
1.1879342794418335,2,80,456
1.1805144548416138,5,224,1068
1.2450143098831177,1,66,313
1.1162973642349243,7,487,2275
1.2350941896438599,4,166,796
1.1602230072021484,2,96,482
1.3091946840286255,9,246,1188
1.0519826412200928,6,221,35
1.080371379852295,3,295,1517
1.1527003049850464,1,37,179
1.315065622329712,3,76,423
1.3575762510299683,9,234,1125
1.1813488006591797,6,301,1451
1.4287205934524536,5,93,489
1.3025782108306885,4,102,428
1.1675739288330078,6,281,1297
1.0932483673095703,5,432,2095
1.0002270936965942,2,119,551
1.178586721420288,6,233,1100
1.0002259016036987,2,124,564
1.0777411460876465,3,282,1292
1.2672066688537598,2,57,281
1.043481469154358,5,267,33
1.1631139516830444,4,257,1175
1.769774317741394,10,159,693
1.11875319480896,5,532,2815
1.1086199283599854,1,70,357
1.2491239309310913,7,234,1020
1.1070233583450317,3,88,356
1.0498396158218384,6,231,34
1.3940074443817139,9,192,1073
1.182561993598938,2,38,167
1.072527289390564,3,219,1008
1.2345144748687744,6,200,978
1.5234122276306152,7,119,656
1.071059226989746,6,104,538
1.1654409170150757,3,114,563
1.328635573387146,3,93,471
1.0924867391586304,2,175,878
1.1255230903625488,2,60,314
1.1604541540145874,7,357,1788
1.2336431741714478,4,126,635
1.314544439315796,1,17,76
1.1597980260849,2,110,558
1.1372770071029663,4,185,985
1.171007752418518,8,431,1803
1.1589688062667847,8,400,1880
1.2999125719070435,4,221,1048
1.1437402963638306,5,263,1247
1.6221230030059814,8,156,708
1.1994081735610962,8,320,1527
1.1762535572052002,6,271,1275
1.1656711101531982,10,480,2540
1.1533682346343994,2,143,629
1.2347266674041748,2,65,327
1.1634352207183838,9,446,2081
1.1957643032073975,8,343,1652
1.1496611833572388,1,52,213
1.2327816486358643,9,347,1780
1.5808398723602295,8,160,642
1.1559520959854126,4,308,1632
1.2507266998291016,5,151,749
1.1788820028305054,8,519,2417
1.2727241516113281,2,107,504
1.7397793531417847,1,6,18
1.3366676568984985,11,316,1332
1.2146538496017456,9,375,1816
1.0850526094436646,2,188,917
1.081558346748352,2,278,1411
1.1334351301193237,2,147,675
1.085813283920288,4,369,1954
1.8401565551757812,5,89,386
1.0002496242523193,2,53,230
1.0968812704086304,1,73,297
1.1415156126022339,4,115,33
1.1740460395812988,5,212,1187
1.3587695360183716,16,354,1501
1.268898606300354,4,127,610
1.317223072052002,8,297,1372
1.1334630250930786,6,351,1648
1.0920419692993164,5,162,684
1.1257777214050293,7,482,2366
1.216225266456604,8,312,1481
1.000210165977478,2,228,1034
1.2222782373428345,15,591,2785
1.2056663036346436,6,262,1123
1.174255132675171,5,238,1172
1.9185791015625,6,117,569
1.0002137422561646,2,204,911
1.3188034296035767,1,43,210
1.2841825485229492,2,42,211
1.0367892980575562,4,300,1358
1.1395225524902344,8,482,2506
1.4338304996490479,7,125,611
1.0739163160324097,2,118,557
1.000647783279419,2,19,84
1.0777782201766968,1,198,917
1.5206362009048462,4,67,295
1.022342324256897,2,325,1127
1.0751780271530151,2,353,1229
1.200792670249939,4,145,672
1.1862866878509521,4,129,628
1.6179307699203491,6,108,481
1.1080963611602783,5,372,1862
1.4521446228027344,11,274,1219
1.2041255235671997,3,134,686
1.4974621534347534,5,96,444
1.127550721168518,1,82,410
1.0001977682113647,4,318,1589
1.4923492670059204,10,178,933
1.0002360343933105,2,78,404
1.307605266571045,6,174,808
1.0002230405807495,2,144,620
3.078937292098999,1,8,31
1.4334886074066162,8,163,910
1.0002360343933105,2,78,327
1.1300668716430664,6,363,1789
1.1995171308517456,8,310,1248
1.1404873132705688,2,131,598
1.2248092889785767,4,138,727
1.4278714656829834,4,111,513
1.4793453216552734,5,90,484
1.302416205406189,6,168,679
1.37897527217865,2,33,103
1.3094630241394043,3,76,444
1.0002338886260986,2,87,481
1.1429418325424194,8,294,1070
1.347344994544983,2,91,158
1.0002307891845703,2,102,211
1.30679190158844,4,37,125
1.4483236074447632,2,36,166
1.138105034828186,4,215,1051
1.137789011001587,3,121,578
1.1689001321792603,1,44,215
2.534294605255127,2,23,95
1.155014991760254,2,88,429
1.0880829095840454,2,188,876
1.1970921754837036,6,290,1236
1.048947811126709,2,305,1538
1.0812772512435913,5,198,33
1.2890615463256836,2,53,221
1.5163320302963257,10,217,1017
1.1050771474838257,2,155,743
1.1489681005477905,6,385,1839
1.0980942249298096,1,72,334
1.1622179746627808,2,115,467
1.0921183824539185,3,84,427
1.4026890993118286,5,188,954
1.6788358688354492,6,78,387
1.2659292221069336,4,111,592
1.0912500619888306,2,170,875
1.2551935911178589,7,273,1584
1.222777247428894,6,255,1279
1.3970826864242554,12,323,1493
1.0779870748519897,4,145,33
1.0002319812774658,3,95,487
1.1968574523925781,3,165,850
1.000235676765442,2,80,425
1.251697301864624,4,308,1492
1.1697348356246948,6,304,1422
1.2603003978729248,9,288,1397
1.2224018573760986,5,167,818
1.2669823169708252,14,444,2123
1.084485650062561,8,133,200
1.294356346130371,8,261,1282
1.248386025428772,9,300,1514
1.232494831085205,7,238,1025
1.089292049407959,3,263,1298
1.1587363481521606,7,335,1606
1.4398103952407837,5,95,495
1.332061767578125,6,209,1099
1.0723707675933838,2,206,1003
1.2672169208526611,5,156,845
1.1637272834777832,4,190,956
1.1209440231323242,3,183,857
1.3186872005462646,11,327,1600
1.139955759048462,4,209,1059
1.1371898651123047,9,525,2432
1.2025240659713745,4,173,806
1.0002297163009644,2,107,444
1.1664539575576782,7,355,1709
1.0002291202545166,2,110,567
1.1793937683105469,5,180,953
1.5059082508087158,5,96,443
1.222847580909729,6,211,963
1.2426191568374634,1,32,147
1.2658661603927612,1,28,126
1.2108445167541504,4,145,727
1.690171480178833,5,70,357
1.4033960103988647,6,160,742
1.2708896398544312,7,186,959
1.3871501684188843,2,36,129
1.381431221961975,6,146,709
1.3854655027389526,2,68,285
1.1794630289077759,4,160,783
1.127724051475525,4,247,1234
1.0002336502075195,2,88,454
1.327942967414856,10,239,937
1.0002222061157227,2,151,537
1.3649697303771973,11,269,1439
1.141049861907959,7,354,1771
1.178914189338684,2,89,424
1.3843047618865967,2,31,165
1.3539440631866455,5,147,581
1.1136507987976074,3,175,894
1.189780831336975,10,506,2274
1.079038143157959,2,187,817
1.1766821146011353,3,138,525
1.2165650129318237,4,143,783
1.2005213499069214,2,95,428
1.105736494064331,3,83,341
1.251686692237854,3,55,239
1.2122071981430054,2,71,358
1.2181015014648438,7,168,659
1.1951297521591187,3,58,32
1.224507451057434,8,291,1404
1.0936075448989868,2,148,695
1.2321594953536987,5,183,922
1.2980878353118896,7,201,974
1.2813388109207153,5,141,654
1.140441656112671,7,406,1980
1.00019109249115,6,377,1693
1.0002371072769165,2,74,313
1.5419951677322388,6,151,794
1.0235252380371094,7,329,1489
1.1901522874832153,8,294,1424
1.0002243518829346,2,134,592
1.3269579410552979,5,148,655
1.0228689908981323,8,340,1513
1.0286593437194824,2,298,1337
1.0996006727218628,3,230,1142
1.141516089439392,3,157,772
1.126856803894043,5,317,1469
1.3958972692489624,1,59,210
1.158573031425476,2,109,519
1.175868034362793,3,72,370
1.1820034980773926,4,148,655
1.119598150253296,2,105,565
1.1691044569015503,4,232,1040
1.1627964973449707,4,193,977
1.3342833518981934,8,220,985
1.2267367839813232,12,354,1237
1.4091193675994873,9,196,1011
1.4718258380889893,3,45,195
1.0002349615097046,2,83,413
1.240670084953308,4,233,1039
1.3731563091278076,9,201,996
1.0747499465942383,1,14,29
1.118419885635376,2,124,626
1.1790086030960083,8,308,1484
1.0002286434173584,2,112,537
1.1262638568878174,2,99,492
1.268848180770874,5,167,829
1.2790755033493042,7,198,931
1.579604983329773,11,197,847
1.2964527606964111,3,57,235
1.0566213130950928,6,215,658
1.0695664882659912,3,94,418
1.1230555772781372,6,105,34
1.1968262195587158,4,153,738
1.3653006553649902,9,265,1250
1.2466374635696411,2,58,219
1.2408404350280762,4,141,709
1.1141139268875122,4,285,1360
1.000223159790039,2,143,670
1.0960180759429932,2,145,650
1.5242488384246826,4,96,430
1.3990672826766968,2,44,157
1.6591815948486328,6,95,439
1.1577425003051758,2,195,981
1.2604241371154785,5,125,719
1.2435219287872314,5,173,822
1.1603912115097046,2,85,400
1.141435146331787,2,81,386
1.0563890933990479,5,186,31
1.1383000612258911,3,129,566
1.07174813747406,3,198,969
1.2528960704803467,6,225,1068
1.105530023574829,6,468,2403
1.1668423414230347,10,435,2065
1.531010389328003,8,79,324
1.0881940126419067,6,146,727
1.9494500160217285,3,29,118
1.018420696258545,1,3,13
1.082836389541626,2,170,765
1.1759170293807983,1,38,164
1.229896903038025,4,147,674
1.16500723361969,2,85,403
1.0976258516311646,1,89,405
1.098076581954956,2,148,682
1.1819628477096558,4,125,634
1.069916009902954,1,105,514
1.2519100904464722,2,104,511
1.176625370979309,4,178,826
1.1054859161376953,3,160,767
1.3541041612625122,4,151,720
1.3879152536392212,8,212,985
1.1088967323303223,6,321,1600
1.2561753988265991,3,85,420
1.3003185987472534,2,46,230
1.2404038906097412,3,70,31
1.1903904676437378,3,107,460
1.109926700592041,2,152,793
1.1754812002182007,1,68,315
1.1678797006607056,1,73,333
1.9087921380996704,1,22,103
1.0862431526184082,2,170,817
1.164982557296753,5,251,1282
1.0245237350463867,9,490,37
1.3510032892227173,5,93,464
1.1384072303771973,5,264,1251
1.2229269742965698,1,69,338
1.2429945468902588,2,55,296
1.000216007232666,6,190,933
1.106547474861145,2,193,891
1.2081860303878784,7,326,1714
1.1310217380523682,3,103,481
1.1802124977111816,7,328,1503
1.0002433061599731,2,60,281
1.1879726648330688,1,50,215
1.326401948928833,3,40,185
1.2578705549240112,5,85,466
1.0002384185791016,3,69,344
1.0487614870071411,3,208,1011
1.0828858613967896,4,148,748
1.0239824056625366,3,1029,5107
1.0635699033737183,2,298,1505
1.052718162536621,2,228,1065
1.0192865133285522,2,895,3834
1.1878242492675781,2,109,504
1.5740361213684082,2,38,154
1.0002275705337524,3,117,541
1.101760983467102,2,163,826
1.5681774616241455,3,40,177
1.219801664352417,8,381,1692
1.1870536804199219,10,218,1034
1.3620696067810059,10,347,1649
1.185610294342041,7,271,1301
1.144208312034607,1,106,466
1.3353157043457031,2,41,132
1.2339494228363037,2,61,257
1.2226362228393555,4,134,672
1.1855958700180054,10,433,2099
1.0002315044403076,2,99,514
1.1545237302780151,1,122,521
1.3022595643997192,2,46,163
1.2195035219192505,2,161,681
1.186468243598938,5,117,472
1.0619947910308838,2,150,699
1.277677297592163,2,55,238
1.1754361391067505,4,141,694
1.0002334117889404,3,89,445
1.2840458154678345,4,111,433
1.6141695976257324,6,89,420
1.3172489404678345,3,83,331
1.0002225637435913,4,148,760
1.5328458547592163,3,45,200
3.283862829208374,2,5,25
1.1014949083328247,4,62,257
1.3056355714797974,2,42,181
1.3992705345153809,1,50,195
1.8202515840530396,4,45,191
1.0547107458114624,3,207,1060
1.1309194564819336,3,208,1071
1.1927560567855835,6,271,1323
1.1216018199920654,8,584,2269
1.049355149269104,2,341,1402
1.5183405876159668,5,105,456
1.2006890773773193,3,120,546
1.1825053691864014,1,81,354
1.0705163478851318,3,104,451
1.3130288124084473,3,88,435
1.0002508163452148,2,52,248
1.259601354598999,2,53,263
1.1295074224472046,2,185,878
1.1316694021224976,3,179,701
1.1619130373001099,5,260,1190
1.074717402458191,3,302,1384
1.3128411769866943,2,48,218
1.2300220727920532,2,62,335
1.2731667757034302,2,62,318
1.0002042055130005,3,269,1274
1.0999834537506104,3,225,1044
1.0002256631851196,2,125,643
1.0002166032791138,3,186,796
1.1717647314071655,2,108,599
1.100477933883667,3,611,3014
1.4166055917739868,5,98,420
1.1486653089523315,2,83,361
1.1107702255249023,3,193,835
1.3577789068222046,6,189,968
1.1075459718704224,6,150,35
1.0660301446914673,7,244,35
1.0617977380752563,3,237,1034
1.1974928379058838,8,334,1499
1.4140772819519043,2,46,202
1.4207130670547485,5,109,563
1.0002720355987549,2,40,213
1.473747968673706,5,99,446
1.3156864643096924,14,412,1883
1.0356231927871704,10,459,38
1.2460881471633911,6,211,968
1.2165528535842896,9,352,1782
1.4339264631271362,5,361,1368
1.2044309377670288,5,191,871
1.0002176761627197,3,179,804
1.0002365112304688,2,76,389
1.0629441738128662,4,100,484
1.0002275705337524,2,117,597
1.157779574394226,5,479,1414
1.0960794687271118,3,230,1119
1.1816633939743042,2,67,319
1.5603314638137817,2,37,167
1.0585966110229492,5,114,512
1.000235676765442,3,80,361
1.0002083778381348,4,240,1079
1.0002310276031494,2,101,477
1.2315045595169067,3,149,771
1.0476164817810059,4,164,782
1.1070681810379028,4,105,32
1.1900578737258911,6,263,1181
1.0002318620681763,2,96,482
1.3660534620285034,2,78,364
1.3913112878799438,2,70,305
1.0520617961883545,2,148,740
1.6245399713516235,4,55,283
1.1412068605422974,2,115,567
1.0986311435699463,4,254,1252
1.2733051776885986,13,456,2313
1.0002375841140747,2,72,335
1.000219464302063,5,168,895
1.0002375841140747,2,72,371
1.0002108812332153,2,223,1026
1.0002195835113525,3,167,793
1.2335891723632812,1,71,248
1.000205397605896,4,261,1231
1.0002244710922241,4,133,695
1.4163987636566162,7,137,611
1.0002379417419434,3,71,335
1.0002353191375732,2,81,393
1.0300277471542358,7,247,1248
1.1163647174835205,2,50,244
1.0002384185791016,2,69,357
1.000204086303711,5,270,1191
1.0002341270446777,2,86,377
1.261989951133728,7,320,1569
1.0002381801605225,2,70,354
1.371264934539795,4,84,378
1.1053858995437622,3,220,1019
1.0002299547195435,2,106,480
1.0002387762069702,2,68,242
1.1641367673873901,4,210,933
1.0830127000808716,4,136,33
1.1587392091751099,4,103,33
1.0800652503967285,6,201,35
1.00022554397583,2,126,662
1.0002264976501465,2,121,478
1.0002127885818481,3,210,1003
1.0002455711364746,2,57,314
1.0346113443374634,6,473,34
1.7397793531417847,1,6,18
1.1617482900619507,2,100,551
1.0508967638015747,3,196,1025
1.304701328277588,9,273,1598
1.0002316236495972,2,98,485
1.0997052192687988,1,278,1119
1.1104658842086792,1,278,1121
1.1766550540924072,2,114,538
1.1123162508010864,2,63,305
1.0875191688537598,2,159,812
1.2923798561096191,4,147,321
1.1788591146469116,2,151,535
1.2786705493927002,9,259,1060
1.0809324979782104,2,161,824
1.1492886543273926,2,106,540
1.2757532596588135,2,49,194
1.0002329349517822,2,91,422
1.0002334117889404,2,89,404
1.1413902044296265,3,104,513
1.3401752710342407,9,278,1375
1.0658522844314575,2,95,426
1.000235676765442,3,80,407
1.3185938596725464,9,219,1186
1.0002418756484985,2,62,292
1.2774103879928589,2,71,350
1.3962516784667969,5,154,754
1.0002440214157104,2,59,287
1.1250429153442383,4,257,1375
1.0002315044403076,2,99,510
1.300215244293213,5,106,522
1.1204043626785278,2,136,622
1.2909468412399292,3,41,171
1.1616326570510864,3,139,666
1.112174153327942,2,321,1556
1.096233606338501,6,410,2140
1.5083301067352295,10,252,1324
1.222632884979248,2,89,456
1.090141773223877,6,247,1168
1.207785964012146,1,88,414
1.0002214908599854,3,155,794
1.414446473121643,5,116,517
1.1359715461730957,2,99,552
1.2014516592025757,9,393,2007
1.3040003776550293,9,393,1950
1.273896336555481,3,82,438
1.1725345849990845,2,54,252
1.346423864364624,2,57,264
1.0002272129058838,3,118,527
1.000220537185669,3,161,763
1.5257002115249634,8,242,1156
1.347020149230957,2,46,256
1.2532604932785034,7,232,1112
1.2197507619857788,2,78,356
1.1260851621627808,3,113,526
1.1728614568710327,2,103,513
1.092457890510559,2,150,735
1.0002132654190063,2,208,1067
1.1586564779281616,2,123,631
1.1061196327209473,1,66,283
1.0002225637435913,2,148,721
1.266875982284546,7,215,1015
1.0835647583007812,2,176,879
1.160622239112854,3,35,152
1.2402567863464355,3,100,455
1.5878393650054932,20,435,2084
1.0002632141113281,2,44,208
1.3529835939407349,7,280,1402
1.291408658027649,6,273,1308
1.5335005521774292,8,159,745
1.0618115663528442,2,131,690
1.0901342630386353,3,309,1530
1.070236086845398,2,93,499
1.276430606842041,3,203,868
1.294137954711914,6,175,837
1.055281162261963,12,240,27
1.2177449464797974,3,109,517
1.0002174377441406,5,181,817
1.0002387762069702,2,68,281
1.6876283884048462,5,77,341
1.0723546743392944,2,356,1836
1.0850924253463745,5,633,1892
1.2625758647918701,4,123,602
1.1404989957809448,4,98,402
1.2568670511245728,2,52,207
1.1560595035552979,3,144,730
1.3064913749694824,7,192,854
2.2601187229156494,1,8,30
1.3603099584579468,4,128,592
1.1166207790374756,6,347,1556
1.1209758520126343,4,259,1346
1.238808274269104,9,362,1758
1.1864004135131836,6,214,1029
1.5712703466415405,8,162,684
1.0002243518829346,3,134,621
1.2085708379745483,3,135,637
1.1755386590957642,3,128,696
1.0002247095108032,3,132,607
1.2701727151870728,2,48,225
1.0424598455429077,4,156,750
1.0002089738845825,2,235,1122
1.0578830242156982,3,390,2031
1.0232630968093872,4,309,1416
1.5931891202926636,1,22,38
1.874413013458252,3,44,168
1.3298739194869995,6,161,816
1.048118233680725,2,379,1755
1.0002111196517944,2,222,1111
1.1106865406036377,2,63,264
1.2567087411880493,3,101,556
1.132765531539917,2,90,482
1.0824412107467651,3,168,688
1.1750805377960205,2,67,306
1.4249175786972046,3,88,438
1.053202509880066,3,275,1268
1.2229756116867065,6,306,1489
1.3463618755340576,7,191,946
1.0002214908599854,2,155,797
1.0900425910949707,3,268,1237
1.1181052923202515,4,195,935
1.0969918966293335,2,99,459
1.2104099988937378,4,102,418
1.2465213537216187,1,49,238
1.27292001247406,1,58,301
1.2167396545410156,3,89,397
1.078358769416809,1,78,399
1.136659026145935,3,170,820
1.1197525262832642,2,131,583
1.000211238861084,3,220,1144
1.5448031425476074,3,26,126
1.1622213125228882,2,110,513
1.2274221181869507,1,76,321
1.3589564561843872,11,279,1361
1.1505235433578491,2,107,502
1.1429182291030884,2,198,1019
1.0393542051315308,2,237,1170
1.0559815168380737,2,156,736
1.7397793531417847,1,6,18
1.0834299325942993,2,99,465
1.1400752067565918,1,96,395
1.208977460861206,2,82,368
1.240072250366211,7,211,1070
1.1025546789169312,2,156,663
1.0216223001480103,22,796,28
1.0743093490600586,4,196,17
1.2978743314743042,2,55,226
1.250512957572937,8,292,1370
1.0002379417419434,2,71,367
1.2369526624679565,5,166,864
1.181496500968933,3,92,460
1.2313458919525146,8,309,1311
1.0002264976501465,2,121,609
1.494816541671753,4,67,300
1.19125235080719,18,893,4451
1.0002264976501465,2,121,604
1.0254989862442017,6,408,11
1.000216007232666,2,190,1010
1.1986140012741089,3,250,1293
1.0359132289886475,8,374,1873
1.1378495693206787,3,149,636
1.1067537069320679,3,235,1059
1.0002286434173584,3,112,498
1.1250983476638794,2,100,527
1.170231819152832,4,142,397
1.119342565536499,6,469,2274
1.1183249950408936,1,97,453
1.0002248287200928,2,131,558
1.0002334117889404,1,89,437
1.0888104438781738,1,92,452
1.2427358627319336,2,57,273
2.7950711250305176,5,33,163
1.4499317407608032,2,33,159
1.1430768966674805,14,864,1756
1.0898969173431396,4,260,1138
1.1270580291748047,4,557,1746
1.0002042055130005,5,268,1183
1.2463065385818481,2,22,102
1.6245747804641724,2,23,108
1.1013767719268799,5,115,583
1.432532787322998,6,176,680
1.1759169101715088,3,38,156
1.2891087532043457,3,72,332
1.3611782789230347,2,40,163
1.2350777387619019,6,393,1160
1.1348328590393066,6,411,1744
1.2506353855133057,5,123,401
1.0002317428588867,4,97,416
1.2508957386016846,1,30,127
1.0002206563949585,3,160,803
1.0545196533203125,3,152,720
1.11398184299469,2,143,795
1.0002286434173584,3,112,614
1.0002095699310303,2,231,1110
1.5196200609207153,8,164,756
1.1794075965881348,2,31,149
1.1193166971206665,1,58,258
1.1316298246383667,3,165,762
1.0002236366271973,4,140,687
1.1925023794174194,3,128,552
1.1362513303756714,2,170,733
1.196831464767456,5,219,1062
1.0002168416976929,2,185,951
1.0002222061157227,4,151,637
1.293290376663208,1,30,120
1.0432994365692139,4,199,949
1.2543636560440063,3,80,402
1.051669716835022,2,284,1360
1.181976318359375,9,424,1983
1.0506441593170166,2,418,1989
1.0002070665359497,3,249,1193
1.206295371055603,3,122,618
1.039493441581726,8,236,1257
1.2140212059020996,2,72,323
1.0002282857894897,2,113,547
1.1372313499450684,2,86,355
1.297094702720642,4,129,539
1.0358723402023315,7,328,38
1.3355913162231445,1,63,331
1.1770614385604858,2,95,419
1.5010461807250977,6,162,852
1.2283365726470947,17,408,2190
1.2546887397766113,4,92,438
1.3659902811050415,4,56,279
1.2187743186950684,7,262,1242
1.2044700384140015,4,147,681
1.0700560808181763,8,1096,2930
1.1940909624099731,3,155,756
1.1230006217956543,1,47,266
1.0711735486984253,2,112,450
1.0002108812332153,5,223,979
1.0002262592315674,2,122,491
1.0002199411392212,2,165,780
1.0002137422561646,2,204,1067
1.114835262298584,4,343,1835
1.048573613166809,7,306,1263
1.0988919734954834,1,60,283
1.123720645904541,2,64,298
1.2246545553207397,6,285,1307
1.11777925491333,3,183,1010
1.185333490371704,5,110,519
1.0002151727676392,3,195,897
1.082809329032898,2,157,559
1.2382421493530273,5,216,1073
1.1143231391906738,3,164,748
1.2316169738769531,1,75,404
1.2566169500350952,2,47,233
1.0620994567871094,5,168,26
1.1103787422180176,3,196,1076
1.000223159790039,2,143,741
1.0002034902572632,2,274,1210
1.2112289667129517,3,114,492
1.0408811569213867,4,213,997
1.1697272062301636,9,449,2296
1.0002447366714478,2,58,258
1.2478097677230835,3,106,471
1.1729437112808228,2,89,367
1.0658252239227295,2,100,471
1.2953332662582397,2,49,221
1.27410089969635,5,128,652
1.0613070726394653,2,247,1262
1.2525219917297363,4,129,706
1.0002338886260986,3,87,442
1.6328998804092407,4,48,230
1.1794371604919434,3,123,662
1.0002349615097046,2,83,420
1.0002299547195435,3,106,481
1.1684818267822266,1,80,305
1.0002259016036987,3,124,562
1.308434247970581,1,39,189
1.1349964141845703,2,178,810
1.0002260208129883,2,123,570
1.172237515449524,4,201,983
1.077439785003662,2,169,681
1.0002200603485107,4,164,825
1.0002150535583496,3,196,728
1.0002033710479736,3,275,975
1.433294653892517,5,129,504
1.1008024215698242,4,233,1258
1.0002297163009644,2,107,485
1.0002102851867676,6,227,1099
1.182314157485962,8,317,1587
1.511202096939087,4,107,436
1.2927755117416382,1,67,288
1.3159615993499756,5,177,861
1.2400879859924316,3,148,724
1.0002076625823975,3,244,1190
1.7434189319610596,8,111,476
1.1375453472137451,2,57,289
1.0002331733703613,2,90,440
1.4719500541687012,4,93,404
1.0935423374176025,2,203,793
1.0622389316558838,2,215,1024
1.0002319812774658,2,95,500
1.0004323720932007,2,24,114
1.0002520084381104,2,51,229
1.0002219676971436,7,152,724
1.000210165977478,4,228,1066
1.2939096689224243,2,47,238
1.2855618000030518,2,62,287
1.0002292394638062,3,109,466
1.0762248039245605,4,167,678
1.0002357959747314,2,79,354
1.548768162727356,1,42,41
1.4044103622436523,1,44,183
1.1753462553024292,5,228,1112
1.0002233982086182,2,142,654
1.1229358911514282,2,147,695
1.2040462493896484,6,150,794
1.3167293071746826,6,154,821
1.0002222061157227,4,151,795
1.2743688821792603,2,53,198
1.063211441040039,6,215,1115
1.0683571100234985,5,191,930
1.2041676044464111,2,77,325
1.4587849378585815,4,91,346
1.0002259016036987,2,124,596
1.0094660520553589,10,1075,5227
1.000246524810791,2,56,280
1.0766241550445557,2,80,417
1.0002176761627197,5,180,836
1.0470200777053833,2,164,558
1.0002778768539429,3,38,142
1.1863996982574463,2,43,193
1.000227689743042,2,116,523
1.0002632141113281,2,44,223
1.0002851486206055,2,36,164
1.2191046476364136,4,159,688
1.0002851486206055,3,36,157
1.0709196329116821,3,92,437
1.0002224445343018,2,149,690
1.000196933746338,8,324,1393
1.1075433492660522,4,66,286
1.1826449632644653,2,82,411
1.0002455711364746,2,57,293
1.0002326965332031,3,92,455
1.0919687747955322,11,323,1309
1.2027686834335327,3,65,337
1.0002222061157227,3,151,866
1.0002270936965942,3,119,518
1.000219464302063,3,168,783
1.1431963443756104,2,143,792
1.0002237558364868,2,139,760
1.000219702720642,6,166,640
1.205034852027893,2,95,428
1.0001760721206665,2,1250,6376
1.216511845588684,4,100,442
1.1822149753570557,8,161,717
1.0002042055130005,6,269,1153
1.142066240310669,3,99,388
1.0859073400497437,7,267,1122
1.0001943111419678,7,347,1521
1.0002212524414062,3,156,657
1.000221610069275,3,153,765
1.4472744464874268,2,62,278
1.234399437904358,2,146,763
1.5621873140335083,8,258,1294
1.000237226486206,2,73,364
1.1798949241638184,2,72,323
1.0286448001861572,8,243,1086
1.0002307891845703,2,102,441
1.0002155303955078,3,193,834
1.08912193775177,7,246,1067
1.0002140998840332,2,202,943
1.000224232673645,2,135,675
1.0002233982086182,5,142,636
1.000183343887329,9,464,2089
1.070468783378601,2,129,634
1.000227928161621,3,115,559
1.0317106246948242,4,256,1098
1.0785290002822876,4,173,753
1.0002243518829346,2,134,666
1.1397830247879028,3,50,179
1.0002195835113525,3,167,860
1.0001821517944336,3,1400,6959
1.0002150535583496,4,196,797
1.1952478885650635,3,112,599
1.0974479913711548,2,61,253
1.139390468597412,3,90,415
1.0683095455169678,4,182,883
1.137468934059143,4,109,560
1.058877944946289,7,232,1137
1.0002228021621704,3,146,568
1.0002127885818481,3,211,982
1.0002042055130005,5,268,1297
1.0002168416976929,2,185,769
1.0611153841018677,7,206,1094
1.0609757900238037,4,198,891
1.0002384185791016,3,69,299
1.4716846942901611,1,34,142
1.2534706592559814,12,260,1316
1.9939826726913452,2,13,49
1.0002260208129883,3,123,576
1.0002180337905884,5,177,874
1.0002225637435913,4,148,662
1.000205636024475,3,258,1100
1.000246524810791,2,56,239
1.1314986944198608,2,62,263
1.1420214176177979,8,736,3146
1.0002009868621826,6,293,1421
1.0002174377441406,3,181,842
1.0726338624954224,1,85,427
1.0002299547195435,2,106,524
1.1430248022079468,2,115,565
1.000227689743042,3,116,510
1.086451768875122,4,342,1656
1.092474102973938,4,347,1660
1.1835947036743164,4,169,743
1.1194610595703125,10,325,1632
1.0002336502075195,2,88,393
1.3070542812347412,3,83,267
1.4841728210449219,3,75,311
1.220898151397705,5,201,904
1.219793438911438,5,202,899
1.0377241373062134,6,361,1613
1.0002251863479614,4,129,554
1.483089804649353,6,153,755
1.199580192565918,1,63,301
1.000214695930481,6,198,922
1.2009674310684204,8,257,1126
1.0630087852478027,6,186,801
1.0002316236495972,2,98,415
1.0001869201660156,7,422,2020
1.0883686542510986,2,320,1391
1.0002108812332153,4,223,997
1.000221610069275,2,154,689
1.0508956909179688,2,264,1115
1.0002362728118896,2,77,369
1.341592788696289,7,159,707
1.3417717218399048,7,159,707
1.0416971445083618,2,232,1243
1.0628752708435059,4,368,1847
1.041276454925537,1,207,1003
1.3306841850280762,1,56,229
1.0002251863479614,2,129,627
1.0002226829528809,4,147,629
